Address_x,Eircode,Airport_distance_km,Airport_duration_min,Airport_distance_m,Airport_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"125 The Oaks, Ridgewood, Forrest Rd, Dublin",K67FD27,7.186,12.133333333333333,7186,728,Semi-D,3,3,92.0 m²,—,—,27/05/2025,"€450,000","€470,000","125 THE OAKS, RIDGEWOOD, FORREST RD",27/05/2025,"125 THE OAKS, RIDGEWOOD, FORREST RD",Dublin,"ï¿½470,000.00",No,No,Second-Hand Dwelling house /Apartment,
"85 Whitecliff, Whitechurch Rd, Rathfarnham Dublin 16, Dublin 16, Dublin",D16V9D0,29.08,29.083333333333332,29080,1745,Semi-D,4,2,117.0 m²,C3,—,27/05/2025,"€650,000","€705,000","85 WHITECLIFF, WHITECHURCH RD, RATHFARNHAM DUBLIN 16",27/05/2025,"85 WHITECLIFF, WHITECHURCH RD, RATHFARNHAM DUBLIN 16",Dublin,"ï¿½705,000.00",No,No,Second-Hand Dwelling house /Apartment,
"40 Seagrave Way, Citygate, Meakstown, Dublin 11, Dublin",D11E196,5.491,8.366666666666667,5491,502,Apartment,2,2,68.0 m²,—,—,27/05/2025,"€275,000","€290,000","40 SEAGRAVE WAY, CITYGATE, MEAKSTOWN",27/05/2025,"40 SEAGRAVE WAY, CITYGATE, MEAKSTOWN",Dublin,"ï¿½290,000.00",No,No,Second-Hand Dwelling house /Apartment,
"60 Old Bawn Pk, Dublin 24, Dublin, Dublin 24, Dublin",D24X3AE,26.819,26.25,26819,1575,Semi-D,3,1,92.0 m²,—,—,27/05/2025,"€365,000","€430,000","60 OLD BAWN PK, DUBLIN 24, DUBLIN",27/05/2025,"60 OLD BAWN PK, DUBLIN 24, DUBLIN",Dublin,"ï¿½430,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Millmount Ave, Drumcondra, Dublin 9, Dublin 9, Dublin",D09A0C6,8.268,17.85,8268,1071,Terrace,3,1,95.0 m²,—,—,27/05/2025,"€595,000","€625,000","17 MILLMOUNT AVE, DRUMCONDRA, DUBLIN 9",27/05/2025,"17 MILLMOUNT AVE, DRUMCONDRA, DUBLIN 9",Dublin,"ï¿½625,000.00",No,No,Second-Hand Dwelling house /Apartment,
"79 The Lighthouse, Church Rd, East Wall Dublin 3, Dublin 3, Dublin",D03HY48,14.338,17.533333333333335,14338,1052,Apartment,2,2,71.0 m²,B3,—,27/05/2025,"€385,000","€405,000","79 THE LIGHTHOUSE, CHURCH RD, EAST WALL DUBLIN 3",27/05/2025,"79 THE LIGHTHOUSE, CHURCH RD, EAST WALL DUBLIN 3",Dublin,"ï¿½405,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Chamberlain Court, Richmond Ave, Fairview Dublin 3, Dublin 3, Dublin",D03DY04,9.321,19.6,9321,1176,End of Terrace,2,2,72.0 m²,C1,—,27/05/2025,"€295,000","€352,000","11 CHAMBERLAIN COURT, RICHMOND AVE, FAIRVIEW DUBLIN 3",27/05/2025,"11 CHAMBERLAIN COURT, RICHMOND AVE, FAIRVIEW DUBLIN 3",Dublin,"ï¿½352,000.00",No,No,Second-Hand Dwelling house /Apartment,
"28 Parkside Court, Parkside, Malahide Road, Dublin 13, Dublin",D13XHH6,10.608,15.75,10608,945,Terrace,3,4,140.0 m²,—,—,27/05/2025,"€525,000","€560,000","28 PARKSIDE COURT, PARKSIDE, MALAHIDE ROAD",27/05/2025,"28 PARKSIDE COURT, PARKSIDE, MALAHIDE ROAD",Dublin,"ï¿½560,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Pudding Row, Essex St West, Temple Bar Dublin 8, Dublin 8, Dublin",D08KT22,13.829,31.916666666666668,13829,1915,Apartment,2,1,55.0 m²,C1,—,27/05/2025,"€395,000","€410,000","14 PUDDING ROW, ESSEX ST WEST, TEMPLE BAR DUBLIN 8",27/05/2025,"14 PUDDING ROW, ESSEX ST WEST, TEMPLE BAR DUBLIN 8",Dublin,"ï¿½410,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Cedar Lawns, The Cedars, Ridgewood Swords, Dublin",K67VR90,7.554,12.716666666666667,7554,763,End of Terrace,3,3,92.9 m²,—,—,27/05/2025,"€495,000","€515,000","13 CEDAR LAWNS, THE CEDARS, RIDGEWOOD SWORDS",27/05/2025,"13 CEDAR LAWNS, THE CEDARS, RIDGEWOOD SWORDS",Dublin,"ï¿½515,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Inglenook Wood, Glenamuck Road, Carrickmines, Dublin 18, Dublin",D18AK8W,37.449,29.716666666666665,37449,1783,Apartment,3,2,104.0 m²,—,—,27/05/2025,"€575,000","€635,000","22 INGLENOOK WOOD, GLENAMUCK ROAD, CARRICKMINES",27/05/2025,"22 INGLENOOK WOOD, GLENAMUCK ROAD, CARRICKMINES",Dublin,"ï¿½635,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 8 House 4, Linden Court, Grove Avenue, Dublin",A94HX00,37.278,35.4,37278,2124,Apartment,2,2,68.0 m²,C1,—,27/05/2025,"€430,000","€496,460","APT 8 HOUSE 4, LINDEN COURT, GROVE AVENUE",27/05/2025,"APT 8 HOUSE 4, LINDEN COURT, GROVE AVENUE",Dublin,"ï¿½496,460.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 1, 52 Haddington Rd, Ballsbridge Dublin 4, Dublin 4, Dublin",D04H6K2,17.957,27.283333333333335,17957,1637,House,3,—,212.0 m²,—,—,27/05/2025,"€900,000","€550,000","APT 1, 52 HADDINGTON RD, BALLSBRIDGE DUBLIN 4",27/05/2025,"APT 1, 52 HADDINGTON RD, BALLSBRIDGE DUBLIN 4",Dublin,"ï¿½550,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Green View, Seabrook Manor, Station Rd, Dublin 13, Dublin",D13TX90,10.823,18.066666666666666,10823,1084,Apartment,2,2,78.0 m²,B3,—,27/05/2025,"€375,000","€400,000","22 GREEN VIEW, SEABROOK MANOR, STATION RD",27/05/2025,"22 GREEN VIEW, SEABROOK MANOR, STATION RD",Dublin,"ï¿½400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Herbert Park, Ballsbridge, Dublin 4, Dublin 4, Dublin",D04V9X7,18.491,28.516666666666666,18491,1711,Semi-D,6,4,338.0 m²,—,—,27/05/2025,"€4,250,000","€4,250,000","18 HERBERT PARK, BALLSBRIDGE, DUBLIN 4",27/05/2025,"18 HERBERT PARK, BALLSBRIDGE, DUBLIN 4",Dublin,"ï¿½4,250,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Bealing View, Tyrrelstown Dublin 15, Dublin, Dublin 15, Dublin",D15KA4X,9.571,15.083333333333334,9571,905,Terrace,3,3,78.0 m²,D1,—,27/05/2025,"€349,000","€375,000","6 BEALING VIEW, TYRRELSTOWN DUBLIN 15, DUBLIN",27/05/2025,"6 BEALING VIEW, TYRRELSTOWN DUBLIN 15, DUBLIN",Dublin,"ï¿½375,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Bealing View, Tyrrelstown Dublin 15, Dublin, Dublin 15, Dublin",D15KA4X,9.571,15.083333333333334,9571,905,Terrace,3,3,78.0 m²,D1,—,27/05/2025,"€349,000","€375,000","6 BEALING VIEW, TYRRELSTOWN DUBLIN 15, DUBLIN",22/10/2025,"6 BEALING VIEW, TYRRELSTOWN DUBLIN 15, DUBLIN",Dublin,"ï¿½11,186.00",Yes,No,Second-Hand Dwelling house /Apartment,
"63 Grange Abbey Grove, Baldoyle, Dublin 13, Dublin 13, Dublin",D13Y3E0,11.714,18.016666666666666,11714,1081,Semi-D,3,1,82.0 m²,D2,—,28/05/2025,"€395,000","€445,000","63 GRANGE ABBEY GROVE, BALDOYLE, DUBLIN 13",28/05/2025,"63 GRANGE ABBEY GROVE, BALDOYLE, DUBLIN 13",Dublin,"ï¿½445,000.00",No,No,Second-Hand Dwelling house /Apartment,
"60 Annamoe Terrace, Cabra, Dublin 7, Dublin 7, Dublin",D07CX4C,12.199,24.583333333333332,12199,1475,Terrace,2,2,75.0 m²,E1,—,28/05/2025,"€395,000","€465,000","60 ANNAMOE TERRACE, CABRA, DUBLIN 7",28/05/2025,"60 ANNAMOE TERRACE, CABRA, DUBLIN 7",Dublin,"ï¿½465,000.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Glendown Grove, Templeogue, Dublin 6w, Dublin",D6WV097,26.84,26.716666666666665,26840,1603,Semi-D,4,2,127.0 m²,D2,—,28/05/2025,"€725,000","€790,000","25 GLENDOWN GROVE, TEMPLEOGUE, DUBLIN 6W",28/05/2025,"25 GLENDOWN GROVE, TEMPLEOGUE, DUBLIN 6W",Dublin,"ï¿½790,000.00",No,No,Second-Hand Dwelling house /Apartment,
"248 Sundrive Road, Crumlin, Dublin 12, Dublin 12, Dublin",D12V656,25.4,29.033333333333335,25400,1742,Terrace,3,2,86.0 m²,D1,—,28/05/2025,"€450,000","€542,500","248 SUNDRIVE ROAD, CRUMLIN, DUBLIN 12",28/05/2025,"248 SUNDRIVE ROAD, CRUMLIN, DUBLIN 12",Dublin,"ï¿½542,500.00",No,No,Second-Hand Dwelling house /Apartment,
"10 The Tallow Building, The Village Centre, Ashtown Rd Dublin 15, Dublin 15, Dublin",D15XK38,15.408,18.816666666666666,15408,1129,Apartment,2,2,78.0 m²,B2,—,28/05/2025,"€339,000","€375,000","10 THE TALLOW BUILDING, THE VILLAGE CENTRE, ASHTOWN RD DUBLIN 15",28/05/2025,"10 THE TALLOW BUILDING, THE VILLAGE CENTRE, ASHTOWN RD DUBLIN 15",Dublin,"ï¿½375,000.00",No,No,Second-Hand Dwelling house /Apartment,
"124 Whitehorn Park, Palmerstown, Dublin 20, Dublin 22, Dublin",D22C6D0,18.552,21.75,18552,1305,Semi-D,3,3,113.0 m²,—,—,28/05/2025,"€420,000","€485,000","124 WHITEHORN PARK, PALMERSTOWN, DUBLIN 20",28/05/2025,"124 WHITEHORN PARK, PALMERSTOWN, DUBLIN 20",Dublin,"ï¿½485,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 14 Riverside, Poddle Park, Kimmage Dublin 12, Dublin 12, Dublin",D12DKN0,28.319,28.966666666666665,28319,1738,Apartment,1,1,43.0 m²,D2,—,28/05/2025,"€295,000","€302,000","APT 14 RIVERSIDE, PODDLE PARK, KIMMAGE DUBLIN 12",28/05/2025,"APT 14 RIVERSIDE, PODDLE PARK, KIMMAGE DUBLIN 12",Dublin,"ï¿½302,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Ballymorefinn, Balinascorney, Dublin 24, Dublin 24, Dublin",D24XP02,32.702,33.1,32702,1986,Detached,4,3,301.0 m²,C3,—,28/05/2025,"€895,000","€771,500","BALLYMOREFINN, BALINASCORNEY, DUBLIN 24",28/05/2025,"BALLYMOREFINN, BALINASCORNEY, DUBLIN 24",Dublin,"ï¿½771,500.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Healy St, Summerhill, Dublin 1, Dublin 1, Dublin",D01X3V5,10.089,22.95,10089,1377,Terrace,2,1,63.2 m²,—,—,28/05/2025,"€345,000","€350,000","14 HEALY ST, SUMMERHILL, DUBLIN 1",28/05/2025,"14 HEALY ST, SUMMERHILL, DUBLIN 1",Dublin,"ï¿½350,000.00",No,No,Second-Hand Dwelling house /Apartment,
"137 Allendale Sq, Clonsilla Dublin 15, Dublin, Dublin 15, Dublin",D15RY28,18.709,23.066666666666666,18709,1384,Apartment,2,2,77.0 m²,C2,—,28/05/2025,"€295,000","€335,000","137 ALLENDALE SQ, CLONSILLA DUBLIN 15, DUBLIN",28/05/2025,"137 ALLENDALE SQ, CLONSILLA DUBLIN 15, DUBLIN",Dublin,"ï¿½335,000.00",No,No,Second-Hand Dwelling house /Apartment,
"19 Burgage Green, Newcastle Lyons, Newcastle, Dublin 22, Dublin",D22X086,30.596,28.5,30596,1710,Apartment,2,2,80.0 m²,B2,—,28/05/2025,"€260,000","€309,000","19 BURGAGE GREEN, NEWCASTLE LYONS, NEWCASTLE",28/05/2025,"19 BURGAGE GREEN, NEWCASTLE LYONS, NEWCASTLE",Dublin,"ï¿½309,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 Frascati Hall, Sweetmans Avenue, Blackrock, Dublin",A94P762,22.007,35.416666666666664,22007,2125,Apartment,2,2,58.4 m²,B3,—,28/05/2025,"€450,000","€490,000","16 FRASCATI HALL, SWEETMANS AVENUE, BLACKROCK",28/05/2025,"16 FRASCATI HALL, SWEETMANS AVENUE, BLACKROCK",Dublin,"ï¿½490,000.00",No,No,Second-Hand Dwelling house /Apartment,
"33 Kincora Grove, Clontarf, Dublin 3, Dublin 3, Dublin",D03H738,10.466,21.95,10466,1317,Semi-D,4,2,150.0 m²,D2,—,28/05/2025,"€850,000","€1,110,000","33 KINCORA GROVE, CLONTARF, DUBLIN 3",28/05/2025,"33 KINCORA GROVE, CLONTARF, DUBLIN 3",Dublin,"ï¿½1,110,000.00",No,No,Second-Hand Dwelling house /Apartment,
"51 Ellensborough Lodge, Kiltipper Rd, Tallaght Dublin 24, Dublin 24, Dublin",D24E3F6,28.965,28.416666666666668,28965,1705,Terrace,2,2,68.7 m²,B2,—,28/05/2025,"€315,000","€395,000","51 ELLENSBOROUGH LODGE, KILTIPPER RD, TALLAGHT DUBLIN 24",28/05/2025,"51 ELLENSBOROUGH LODGE, KILTIPPER RD, TALLAGHT DUBLIN 24",Dublin,"ï¿½395,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Vesey Park, Lucan, Dublin, Dublin",K78E6K8,20.082,18.85,20082,1131,Detached,4,3,237.0 m²,C2,—,28/05/2025,"€890,000","€1,025,000","15 VESEY PARK, LUCAN, DUBLIN",28/05/2025,"15 VESEY PARK, LUCAN, DUBLIN",Dublin,"ï¿½1,025,000.00",No,No,Second-Hand Dwelling house /Apartment,
"48a Quay St, Skerries, Dublin, Dublin",K34W865,25.922,30.616666666666667,25922,1837,Apartment,2,1,63.6 m²,C1,—,28/05/2025,"€520,000","€515,000","48A QUAY ST, SKERRIES, DUBLIN",28/05/2025,"48A QUAY ST, SKERRIES, DUBLIN",Dublin,"ï¿½515,000.00",No,No,Second-Hand Dwelling house /Apartment,
"72 Walkinstown Crescent, Walkinstown, Dublin 12, Dublin 12, Dublin",D12E3W7,22.87,23.266666666666666,22870,1396,End of Terrace,2,2,88.3 m²,E2,—,28/05/2025,"€375,000","€499,000","72 WALKINSTOWN CRESCENT, WALKINSTOWN, DUBLIN 12",28/05/2025,"72 WALKINSTOWN CRESCENT, WALKINSTOWN, DUBLIN 12",Dublin,"ï¿½499,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Drumnigh Manor, Portmarnock, Dublin, Dublin",,11.139,18.1,11139,1086,Semi-D,5,5,194.0 m²,A2,—,28/05/2025,"€910,000","€801,762","7 DRUMNIGH MANOR, PORTMARNOCK, DUBLIN",28/05/2025,"7 DRUMNIGH MANOR, PORTMARNOCK, DUBLIN",Dublin,"ï¿½801,762.11",No,Yes,New Dwelling house /Apartment,
"44 Pine Hurst, Navan Rd, Dublin 7, Dublin 7, Dublin",D07W0X9,11.748,21.066666666666666,11748,1264,Semi-D,3,4,99.0 m²,C2,—,28/05/2025,"€595,000","€717,000","44 PINE HURST, NAVAN RD, DUBLIN 7",28/05/2025,"44 PINE HURST, NAVAN RD, DUBLIN 7",Dublin,"ï¿½717,000.00",No,No,Second-Hand Dwelling house /Apartment,
"50 Cedar Brook Way, Cedar Brook, Cherry Orchard Dublin 10, Dublin 10, Dublin",D10CC17,19.66,23.1,19660,1386,Apartment,1,1,47.0 m²,D1,—,28/05/2025,"€170,000","€170,000","50 CEDAR BROOK WAY, CEDAR BROOK, CHERRY ORCHARD DUBLIN 10",28/05/2025,"50 CEDAR BROOK WAY, CEDAR BROOK, CHERRY ORCHARD DUBLIN 10",Dublin,"ï¿½170,000.00",No,No,Second-Hand Dwelling house /Apartment,
"21 Beechfield Court, Clonee, Dublin 15, Dublin 15, Dublin",D15X3V5,18.723,19.9,18723,1194,Terrace,2,1,78.0 m²,C1,—,28/05/2025,"€300,000","€331,000","21 BEECHFIELD COURT, CLONEE, DUBLIN 15",28/05/2025,"21 BEECHFIELD COURT, CLONEE, DUBLIN 15",Dublin,"ï¿½331,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Hillside Drive, Castlepark, Rathfarnham, Dublin 14, Dublin",D14C983,29.468,30.85,29468,1851,Detached,4,2,201.0 m²,G,—,28/05/2025,"€1,700,000","€1,650,000","2 HILLSIDE DRIVE, CASTLEPARK, RATHFARNHAM",28/05/2025,"2 HILLSIDE DRIVE, CASTLEPARK, RATHFARNHAM",Dublin,"ï¿½1,650,000.00",No,No,Second-Hand Dwelling house /Apartment,
"54 Waltham Terrace, Blackrock, Co. Dublin, Dublin",A94X7V0,22.041,34.5,22041,2070,Detached,4,3,190.0 m²,F,—,28/05/2025,"€1,550,000","€2,200,000","54 WALTHAM TERRACE, BLACKROCK, CO. DUBLIN",28/05/2025,"54 WALTHAM TERRACE, BLACKROCK, CO. DUBLIN",Dublin,"ï¿½2,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
"209a Windmill Rd, Crumlin, Dublin 12, Dublin 12, Dublin",D12Y3C7,24.45,27.083333333333332,24450,1625,Detached,3,3,85.0 m²,C3,—,28/05/2025,"€450,000","€465,000","209A WINDMILL RD, CRUMLIN, DUBLIN 12",28/05/2025,"209A WINDMILL RD, CRUMLIN, DUBLIN 12",Dublin,"ï¿½465,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Beneavin Park, Finglas, Dublin 11, Dublin 11, Dublin",D11R8Y1,8.135,14.8,8135,888,Semi-D,3,2,127.0 m²,—,—,28/05/2025,"€480,000","€505,000","5 BENEAVIN PARK, FINGLAS, DUBLIN 11",28/05/2025,"5 BENEAVIN PARK, FINGLAS, DUBLIN 11",Dublin,"ï¿½505,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Herbert Park Mews, Rampart Lane, Donnybrook Dublin 4, Dublin 4, Dublin",D04HX20,19.194,30.45,19194,1827,Apartment,2,1,55.0 m²,D2,—,28/05/2025,"€495,000","€532,000","7 HERBERT PARK MEWS, RAMPART LANE, DONNYBROOK DUBLIN 4",28/05/2025,"7 HERBERT PARK MEWS, RAMPART LANE, DONNYBROOK DUBLIN 4",Dublin,"ï¿½532,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Fforster Grove, Ballydowd Manor, Lucan, Dublin",K78TV76,19.616,21.05,19616,1263,End of Terrace,3,3,90.0 m²,C1,—,28/05/2025,"€459,000","€530,000","7 FFORSTER GROVE, BALLYDOWD MANOR, LUCAN",28/05/2025,"7 FFORSTER GROVE, BALLYDOWD MANOR, LUCAN",Dublin,"ï¿½530,000.00",No,No,Second-Hand Dwelling house /Apartment,
"21 Merrion Court, Ballsbridge, Dublin 4, Dublin 4, Dublin",D04FV02,18.641,27.566666666666666,18641,1654,Apartment,3,3,121.0 m²,C3,—,28/05/2025,"€735,000","€750,000","21 MERRION COURT, BALLSBRIDGE, DUBLIN 4",28/05/2025,"21 MERRION COURT, BALLSBRIDGE, DUBLIN 4",Dublin,"ï¿½750,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 15, The Garden House, Waterfall Ave Dublin 3, Dublin 3, Dublin",D03E2T3,8.526,17.45,8526,1047,Apartment,1,1,50.0 m²,—,—,28/05/2025,"€275,000","€345,000","APT 15, THE GARDEN HOUSE, WATERFALL AVE DUBLIN 3",28/05/2025,"APT 15, THE GARDEN HOUSE, WATERFALL AVE DUBLIN 3",Dublin,"ï¿½345,000.00",No,No,Second-Hand Dwelling house /Apartment,
"26 Pine Valley Ave, Grange Rd, Rathfarnham Dublin 16, Dublin 16, Dublin",D16W6K1,33.61,29.166666666666668,33610,1750,Semi-D,4,1,161.0 m²,—,—,28/05/2025,"€845,000","€914,000","26 PINE VALLEY AVE, GRANGE RD, RATHFARNHAM DUBLIN 16",28/05/2025,"26 PINE VALLEY AVE, GRANGE RD, RATHFARNHAM DUBLIN 16",Dublin,"ï¿½914,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 Parochial Ave, Baldoyle, Dublin 13, Dublin 13, Dublin",D13F2P0,13.37,21.65,13370,1299,Semi-D,1,1,36.0 m²,G,—,28/05/2025,"€375,000","€385,000","16 PAROCHIAL AVE, BALDOYLE, DUBLIN 13",28/05/2025,"16 PAROCHIAL AVE, BALDOYLE, DUBLIN 13",Dublin,"ï¿½385,000.00",No,No,Second-Hand Dwelling house /Apartment,
"26 St Kevins Parade, Dublin 8, Dublin, Dublin 8, Dublin",D08N2A4,14.571,33.483333333333334,14571,2009,House,2,1,55.0 m²,E2,—,28/05/2025,"€495,000","€562,000","26 ST KEVINS PARADE, DUBLIN 8, DUBLIN",28/05/2025,"26 ST KEVINS PARADE, DUBLIN 8, DUBLIN",Dublin,"ï¿½562,000.00",No,No,Second-Hand Dwelling house /Apartment,
"233 Richmond Court, Richmond Ave South, Darty Dublin 6, Dublin 6, Dublin",D06HD68,30.831,37.25,30831,2235,Apartment,2,1,68.0 m²,B3,—,28/05/2025,"€495,000","€565,000","233 RICHMOND COURT, RICHMOND AVE SOUTH, DARTY DUBLIN 6",28/05/2025,"233 RICHMOND COURT, RICHMOND AVE SOUTH, DARTY DUBLIN 6",Dublin,"ï¿½565,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Swiftbrook Dr, Tallaght, Dublin, Dublin 24, Dublin",D24RPK2,26.97,26.933333333333334,26970,1616,Terrace,3,2,84.0 m²,—,—,28/05/2025,"€250,000","€300,000","14 SWIFTBROOK DR, TALLAGHT, DUBLIN",28/05/2025,"14 SWIFTBROOK DR, TALLAGHT, DUBLIN",Dublin,"ï¿½300,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Vintage Court, Dolphins Barn, Dublin 8, Dublin 8, Dublin",D08YX30,23.622,29.25,23622,1755,Apartment,1,1,35.0 m²,D2,—,28/05/2025,"€225,000","€225,000","17 VINTAGE COURT, DOLPHINS BARN, DUBLIN 8",28/05/2025,"17 VINTAGE COURT, DOLPHINS BARN, DUBLIN 8",Dublin,"ï¿½225,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Prospect Bay, Clontarf, Dublin 3, Dublin 3, Dublin",D03H738,10.466,21.95,10466,1317,Semi-D,4,2,150.0 m²,D2,—,29/05/2025,"€850,000","€607,930","1 PROSPECT BAY, CLONTARF, DUBLIN 3",29/05/2025,"1 PROSPECT BAY, CLONTARF, DUBLIN 3",Dublin,"ï¿½607,930.00",No,Yes,New Dwelling house /Apartment,
"127 Biscayne, Malahide, Dublin, Dublin",K36HY61,13.484,23.233333333333334,13484,1394,Semi-D,4,2,133.0 m²,F,—,29/05/2025,"€795,000","€850,000","127 BISCAYNE, MALAHIDE, DUBLIN",29/05/2025,"127 BISCAYNE, MALAHIDE, DUBLIN",Dublin,"ï¿½850,000.00",No,No,Second-Hand Dwelling house /Apartment,
"47 Killiney Towers, Killiney Road, Killiney, Dublin",A96YF95,44.148,40.166666666666664,44148,2410,Apartment,2,1,70.0 m²,D1,—,29/05/2025,"€425,000","€427,000","47 KILLINEY TOWERS, KILLINEY ROAD, KILLINEY",29/05/2025,"47 KILLINEY TOWERS, KILLINEY ROAD, KILLINEY",Dublin,"ï¿½427,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt3 Parkgate, Verdemont, Dublin 15, Dublin 15, Dublin",D15F2C5,14.743,17.516666666666666,14743,1051,Apartment,2,1,60.0 m²,D1,—,29/05/2025,"€250,000","€240,000","APT3 PARKGATE, VERDEMONT, DUBLIN 15",29/05/2025,"APT3 PARKGATE, VERDEMONT, DUBLIN 15",Dublin,"ï¿½240,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 31, Gloucester Sq, Railway St, Dublin 1, Dublin",D01PP62,10.276,23.916666666666668,10276,1435,Apartment,2,2,86.0 m²,—,—,29/05/2025,"€427,500","€427,500","APT 31, GLOUCESTER SQ, RAILWAY ST",29/05/2025,"APT 31, GLOUCESTER SQ, RAILWAY ST",Dublin,"ï¿½427,500.00",No,No,Second-Hand Dwelling house /Apartment,
"64 Woodford Lawns, Monastery Rd, Clondalkin, Dublin 22, Dublin",D22YW30,21.138,20.333333333333332,21138,1220,Terrace,2,1,50.0 m²,—,—,29/05/2025,"€295,000","€360,000","64 WOODFORD LAWNS, MONASTERY RD, CLONDALKIN",29/05/2025,"64 WOODFORD LAWNS, MONASTERY RD, CLONDALKIN",Dublin,"ï¿½360,000.00",No,No,Second-Hand Dwelling house /Apartment,
"55 Ivy Exchange, Parnell St, Dublin 1, Dublin 1, Dublin",D01WV05,10.33,24.25,10330,1455,Apartment,1,1,64.2 m²,D2,—,29/05/2025,"€350,000","€350,000","55 IVY EXCHANGE, PARNELL ST, DUBLIN 1",29/05/2025,"55 IVY EXCHANGE, PARNELL ST, DUBLIN 1",Dublin,"ï¿½350,000.00",No,No,Second-Hand Dwelling house /Apartment,
"21 Marley Walk, Rathfarnham, Dublin 16, Dublin 16, Dublin",D16WN44,30.34,31.016666666666666,30340,1861,Semi-D,3,2,129.0 m²,C1,—,29/05/2025,"€780,000","€770,000","21 MARLEY WALK, RATHFARNHAM, DUBLIN 16",29/05/2025,"21 MARLEY WALK, RATHFARNHAM, DUBLIN 16",Dublin,"ï¿½770,000.00",No,No,Second-Hand Dwelling house /Apartment,
"83 Galtrim Grange, Malahide, Co. Dublin, Dublin",K36T971,12.052,19.433333333333334,12052,1166,Apartment,1,1,51.1 m²,—,—,29/05/2025,"€325,000","€330,000","83 GALTRIM GRANGE, MALAHIDE, CO. DUBLIN",29/05/2025,"83 GALTRIM GRANGE, MALAHIDE, CO. DUBLIN",Dublin,"ï¿½330,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Heathfield, Monkstown Rd, Monkstown, Dublin",A94W3C6,23.158,36.983333333333334,23158,2219,Semi-D,2,1,57.0 m²,D1,—,29/05/2025,"€595,000","€600,000","8 HEATHFIELD, MONKSTOWN RD, MONKSTOWN",29/05/2025,"8 HEATHFIELD, MONKSTOWN RD, MONKSTOWN",Dublin,"ï¿½600,000.00",No,No,Second-Hand Dwelling house /Apartment,
"77 Castledawson, Rock Rd, Sion Hill, Dublin",A94WP93,20.883,31.7,20883,1902,Duplex,4,2,116.0 m²,C3,—,29/05/2025,"€835,000","€883,100","77 CASTLEDAWSON, ROCK RD, SION HILL",29/05/2025,"77 CASTLEDAWSON, ROCK RD, SION HILL",Dublin,"ï¿½883,100.00",No,No,Second-Hand Dwelling house /Apartment,
"21 Burnell Sq, Northern Cross, Malahide Rd Dublin 17, Dublin 17, Dublin",D17DH70,9.831,15.416666666666666,9831,925,Apartment,1,1,46.0 m²,C3,—,29/05/2025,"€235,000","€240,000","21 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",29/05/2025,"21 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",Dublin,"ï¿½240,000.00",No,No,Second-Hand Dwelling house /Apartment,
"75 Hillcrest Dr, Hillcrest, Lucan, Dublin",K78A9T8,20.485,19.916666666666668,20485,1195,Semi-D,4,3,125.0 m²,D2,—,29/05/2025,"€450,000","€481,000","75 HILLCREST DR, HILLCREST, LUCAN",29/05/2025,"75 HILLCREST DR, HILLCREST, LUCAN",Dublin,"ï¿½481,000.00",No,No,Second-Hand Dwelling house /Apartment,
